MES_FACTURACION,TIPO_DOCUMENTO,NRO_DOCUMENTO,BP_SAP_ID,PRODUCTO,GRUPO_DE_CLIENTE,PROMOCION,CAMPANA,ESTADO_SUSC_DET,VALOR_BRUTO,VALOR_NETO
Id eliminado: 281
Id eliminado: 289
Id eliminado: 288
Id eliminado: 282
Id eliminado: 285
Id eliminado: 292
Id eliminado: 291
Id eliminado: 293
Id eliminado: 294
Id eliminado: 295
Id eliminado: 287
Id eliminado: 286
Id eliminado: 284
Id eliminado: 283
Id eliminado: 290
Id eliminado: 297
Id eliminado: 296
Id eliminado: 298
Id eliminado: 300
Id eliminado: 299
Id eliminado: 301
Id eliminado: 302
Id eliminado: 304
Id eliminado: 303
Id eliminado: 306
Id eliminado: 305
Id eliminado: 307
