BP_SAP_ID;BP_WCC_ID;ESTADO_SUSCRIPTOR;NOMBRE;APELLIDO;TIPO_DOCUMENTO;NRO_DOCUMENTO;ESTADO_CIVIL;FECHA_NACIMIENTO;TELEFONO;EMAIL;NACIONALIDAD;SEXO;CALLE;NUMERO;LOCALIDAD;LATITUD;LONGITUD;TIPO_SOCIO;ADICIONALES_EN_USO;LOCALIDAD_ZONAL;LOCALIDAD_ZONA
Id eliminado: 284
Id eliminado: 285
Id eliminado: 293
Id eliminado: 289
Id eliminado: 288
Id eliminado: 295
Id eliminado: 294
Id eliminado: 297
Id eliminado: 296
Id eliminado: 298
Id eliminado: 291
Id eliminado: 287
Id eliminado: 290
Id eliminado: 286
Id eliminado: 292
Id eliminado: 300
Id eliminado: 299
Id eliminado: 301
Id eliminado: 302
Id eliminado: 303
Id eliminado: 304
Id eliminado: 305
Id eliminado: 306
Id eliminado: 307
Id eliminado: 308
Id eliminado: 309
Id eliminado: 310
