BP_SAP_ID;BP_WCC_ID;ESTADO_SUSCRIPTOR;NOMBRE;APELLIDO;TIPO_DOCUMENTO;NRO_DOCUMENTO;ESTADO_CIVIL;FECHA_NACIMIENTO;TELEFONO;EMAIL;NACIONALIDAD;SEXO;CALLE;NUMERO;LOCALIDAD;LATITUD;LONGITUD;TIPO_SOCIO;ADICIONALES_EN_USO;LOCALIDAD_ZONAL;LOCALIDAD_ZONA
Id eliminado: 261
Id eliminado: 259
Id eliminado: 260
Id eliminado: 257
Id eliminado: 264
Id eliminado: 269
Id eliminado: 268
Id eliminado: 267
Id eliminado: 270
Id eliminado: 271
Id eliminado: 262
Id eliminado: 258
Id eliminado: 265
Id eliminado: 263
Id eliminado: 266
Id eliminado: 273
Id eliminado: 272
Id eliminado: 275
Id eliminado: 274
Id eliminado: 277
Id eliminado: 276
Id eliminado: 278
Id eliminado: 283
Id eliminado: 282
Id eliminado: 281
Id eliminado: 279
Id eliminado: 280
